Tweet,Target 1,Stance 1,Dataset,domain
All of these services and added materials cost money -- on top of the high costs required to build a plant .,nuclear energy,AGAINST,am,environment
I still suspect that there is a range of stress on genetic information that can be of somatic benefit to the organism .,nuclear energy,NONE,am,environment
"One model is the affinity group , in which personal support within the group plays an equal role with achievement of tasks .",nuclear energy,NONE,am,environment
The virus that is going to kill the USA .,nuclear energy,NONE,am,environment
"But "" because of the link between plutonium and nuclear weapons , the potential application of fast breeders has led to concerns that nuclear power expansion would bring in an era of uncontrolled weapons proliferation "" .",nuclear energy,AGAINST,am,environment
"For example , the first British power reactor at Calder Hall was also responsible for providing plutonium for weapons manufacture .",nuclear energy,NONE,am,environment
"According to the Swiss direct democracy system , proposals require a majority of both cantons and votes to pass .",nuclear energy,NONE,am,environment
" If you 're proposing a new generation of nuclear power plants , you 'll need somewhere to put the waste . ",nuclear energy,AGAINST,am,environment
Some people say it 's going to be in responsible hands but if the nuclear power gets in the wrong hands it can all go wrong .,nuclear energy,AGAINST,am,environment
Since 1976 a major focus of the anti-nuclear power movement has been the ALP .,nuclear energy,NONE,am,environment
"As each person would serve four years , this would ensure continuity of participants while involving a cross-section of people with no special vested interest .",nuclear energy,NONE,am,environment
Comment 0 of 1 people found this helpful .,nuclear energy,NONE,am,environment
Generalizations about your fellow contributors here are not helpful .,nuclear energy,NONE,am,environment
But he then proceeds to treat it unseriously .,nuclear energy,NONE,am,environment
"If SA could find a place away from human cities and towns that could be used for a nuclear power plant , I think it could work .",nuclear energy,FAVOR,am,environment
Nuclear power plants can not be brought on line fast enough to prevent the rapid climate change disaster coming in less than 10 years ( See Shootout : Do We Need To Restrict CO2 Emissions ? ),nuclear energy,FAVOR,am,environment
"However , there really is no coherent long-term energy policy in the United States .",nuclear energy,NONE,am,environment
"Prof He Zuoxiu , who was involved with China 's atomic bomb program , has said that plans to expand production of nuclear energy twentyfold by 2030 could be disastrous , as China was seriously underprepared on the safety front .",nuclear energy,AGAINST,am,environment
"Bureaucracies also thrive on and foster inequalities in knowledge , and foster typically masculine values such as the separation of intellect and emotion .",nuclear energy,NONE,am,environment
Nuclear power carries with it the risk of nuclear terrorism .,nuclear energy,AGAINST,am,environment
An emphasis on nuclear power must not obscure the fact that other energy technologies can also fulfil the same socially destructive role that nuclear power plays .,nuclear energy,AGAINST,am,environment
There is never a Pu stockpile produced .,nuclear energy,NONE,am,environment
"The challenge to unending energy growth is a direct challenge to the state and capitalism , whose power is tied to traditional economic expansion .",nuclear energy,NONE,am,environment
"Those with skills or knowledge - for example , acquired in intellectual occupations - can help challenge the intellectual division of labour by sharing the knowledge and exposing its underlying value assumptions .",nuclear energy,NONE,am,environment
There is however no radioactive spent fuel that needs to be stored or reprocessed with conventional renewable energy sources .,nuclear energy,AGAINST,am,environment
They have often been skilled at the arts of misdirection and subterfuge .,nuclear energy,NONE,am,environment
"At the moment Australia is the only G-20 nation not using nuclear energy , and that 's despite us having about one third of the world 's uranium .",nuclear energy,NONE,am,environment
"However , about 30 are now in various stages of planning , said Alan Nogee , director of the clean energy program at the Union of Concerned Scientists .",nuclear energy,NONE,am,environment
"However , influence from the Australian Atomic Energy Commission led to consideration in the late 1960s of a nuclear power plant for Jervis Bay .",nuclear energy,NONE,am,environment
"For example , masculine rationality is often used by bureaucrats to discredit humanitarian considerations by defining them as ' idealistic ' and not in touch with ' practical realities ' .",nuclear energy,NONE,am,environment
"p.s. Running a LFTR under water or even on board a ship is a really bad idea : the reactor may be a good design on land , but it is just not compatible with water .",nuclear energy,AGAINST,am,environment
Fossil fuel burning produces twenty seven thousand million tons of carbon dioxide yearly .,nuclear energy,FAVOR,am,environment
Many government inquiries with severely limited terms of reference offer few opportunities for activists to intervene effectively .,nuclear energy,NONE,am,environment
Everything is a trade-off .,nuclear energy,NONE,am,environment
There was a complacency that this was not going to happen at this scale . â,nuclear energy,NONE,am,environment
Get to Know Us,nuclear energy,NONE,am,environment
"Certainly it was not an attack on you , or even a comment about you , personally .",nuclear energy,NONE,am,environment
"* Was it because many of them were funded by foreign countries ( the USSR , or Arab countries in the case of the anti-Zionist left ) that had a vested interest in selling fossil fuel ?",nuclear energy,FAVOR,am,environment
Nuclear energy is the primary alternative to dirty coal Patrick Moore .,nuclear energy,FAVOR,am,environment
The nuclear industry would like us to believe that nuclear power offers a much better option for generating electricity without releasing significant amounts of greenhouse gases or toxic pollution .,nuclear energy,FAVOR,am,environment
") , and there are additional concerns that the transportation of nuclear waste along roadways or railways opens it up for potential theft .",nuclear energy,AGAINST,am,environment
"The only relevance perhaps is that prior training in related subjects makes the job of learning a subject somewhat quicker , though the English professor has impressed the physicist/radiologist with his quickness to grasp complex topics and to recognize their significance in the present context .",nuclear energy,NONE,am,environment
"There is an important political difference between someone who simply finds a different way of life and wishes to be left alone with it , and someone who finds a different way to live and wants to change the society in its light .",nuclear energy,NONE,am,environment
"The proliferation of nuclear weapons is inextricably linked to nuclear power by a shared need for enriched uranium , and through the generation of plutonium as a by-product of spent nuclear fuel .",nuclear energy,AGAINST,am,environment
We âve spoken elsewhere on Futurism of the race to develop fusion power â harnessing the energy liberated by converting matter into energy in the fusion of atomic nuclei .,nuclear energy,NONE,am,environment
"If the United States is to be a major player in the world âs energy future , we must advance our nuclear power programs as quickly as possible .",nuclear energy,FAVOR,am,environment
"Historically , mining and purifying uranium has n't been a very clean process .",nuclear energy,AGAINST,am,environment
"They did hold that the risk of crime , or the plaintiffs ' concern about crime , do not constitute environmental effects .",nuclear energy,NONE,am,environment
"Each year from 2004 to 2015 , a majority of Americans said they favored the use of nuclear energy , including a high of 62 % in 2010 .",nuclear energy,FAVOR,am,environment
Why do you suppose the doublestrand of matched pairs is beneficial over reading single strand DNA by itself ?,nuclear energy,NONE,am,environment
"Their design decisions are not just decorative , however , they are also quite functional .",nuclear energy,NONE,am,environment
"However , the truth is that nuclear power plants are a miniscule source of radiation .",nuclear energy,FAVOR,am,environment
It was n't long after development of atomic weapons that governments saw other benefits and potential of nuclear power .,nuclear energy,NONE,am,environment
"Although it takes about 20 times more mining for coal as it does for the same amount of uranium , one still has to consider the environmental damage from the radiaton gases being released into the atmosphere , the groundwater contamination and the radioactive dust in the air .",nuclear energy,AGAINST,am,environment
"In this case , however , virtually the entire communities engaged in radiation protection , radiology , or health physics agree that either zero excess cancers will arise from Fukushima , or at worst the number will be undetectable against the background of cancers from all other causes .",nuclear energy,FAVOR,am,environment
"Whereas the radiation level never was an immediate life hazard outside the plant , the displacement was the direct cause of over 1500 deaths Â· .",nuclear energy,AGAINST,am,environment
"Considering the importance of dealing with the media , we should be working to attract media experts to the effort .",nuclear energy,NONE,am,environment
And what is the purpose of your dissent ?,nuclear energy,NONE,am,environment
"It is n't limited to the military though , some commercial shipping companies use nuclear power for icebreakers - vessels that need extra power to break through ice lanes and to cope with the heavier , reinforced hulls needed to do that .",nuclear energy,NONE,am,environment
These results helped fuel the ensuing widespread public debate on uranium mining in Australia .,nuclear energy,NONE,am,environment
"In capitalist societies , the state is structurally tied to corporate expansion and profit making .",nuclear energy,NONE,am,environment
The Court of Appeals thought these propositions were enough to complete a syllogism that disposes of the case : NEPA requires agencies to consider effects on health .,nuclear energy,NONE,am,environment
"The 40-year-old Indian Point nuclear plant , less than 30 miles from New York City , has a history of safety problems and sits on two fault lines .",nuclear energy,AGAINST,am,environment
"The 42-year-old San Onofre nuclear plant , located halfway between Los Angeles and San Diego , is situated right on the beach , with a fault line five miles offshore .",nuclear energy,NONE,am,environment
"Development of alternative plans for investment and jobs based on input from workers and communities , and widespread dissemination of the ideas and rationale for the alternative plans .",nuclear energy,NONE,am,environment
Other states should consider taking similar steps to recognize the benefits of nuclear power and prevent premature plant closures .,nuclear energy,FAVOR,am,environment
Activists need to be open to disagreement and not be dogmatic .,nuclear energy,NONE,am,environment
"Several legal proceedings are pending , for example with the International Centre for Settlement of Investment Disputes ( ICSID ) in New York , where the nuclear operator Vattenfall is claiming several billion euros in damages after two of its reactors were shut down in 2011 .",nuclear energy,NONE,am,environment
"Ironically , it is now the conservatives that believe this , at least where Iran is concerned â¦ * Was it that they were trying to protect the jobs of coal miners , and of railwaymen who make their living hauling coal ?",nuclear energy,AGAINST,am,environment
"It would be lovely if nuclear power were the panacea for climate change , but spent nuclear fuel is estimated to remain dangerous for tens of thousands of years .",nuclear energy,AGAINST,am,environment
The six-feet-thick reinforced concrete containment vessel protects the contents from the outside as well as the inside .,nuclear energy,NONE,am,environment
Thus no one can prove any number .,nuclear energy,NONE,am,environment
The aim should be to use personal lifestyles as only one of a number of areas in which changes can be made towards a more ecologically sound and socially self-reliant future .,nuclear energy,NONE,am,environment
It can also prove lethal to nearby life forms .,nuclear energy,AGAINST,am,environment
One other con is that so few people exist who are trained in this specific aspect of creating nuclear energy .,nuclear energy,AGAINST,am,environment
"According to the U.S. Department of Energy , that is nearly equivalent to the CO2 released from all U.S. passenger Â­cars . """,nuclear energy,NONE,am,environment
So choose your wording carefully .,nuclear energy,NONE,am,environment
"[ Footnote 4 ] While the petition for review was pending , the NRC staff prepared an environmental impact assessment ( EIA ) to determine whether a full EIS is required before TMI-1 could be permitted to renew operation .",nuclear energy,NONE,am,environment
Nuclear power was originally promoted by states rather than corporations or workers .,nuclear energy,NONE,am,environment
"China is advised to maintain nuclear safeguards in a business culture where quality and safety are sometimes sacrificed in favor of cost-cutting , profits , and corruption .",nuclear energy,AGAINST,am,environment
Efforts to democratise bureaucracies can be linked with more overtly environmental goals .,nuclear energy,NONE,am,environment
"The Japanese thought that Fukushima Daiâichi was invincible ; now , the wreck of Fukushima Daiâichi ( i.e. triple meltdowns where the coriums have now bored though the primary containment into the ground via their own lava tubes , to reach the water table in the coming years ) is destroying all life in the Pacific Ocean ; billions of years of biological evolution in Pacific Ocean is being wrecked in a course of a few years .",nuclear energy,AGAINST,am,environment
"Therefore , he suggested , we might do better to contemplate a radical redesign , or if that was not possible , to abandon such technology entirely .",nuclear energy,AGAINST,am,environment
"For example , one US corporation has proposed a satellite solar power station which would orbit the earth and beam down massive amounts of microwave radiation to be collected by a seven kilometre wide receiver on the earth 's surface .",nuclear energy,NONE,am,environment
"Despite the use of such measures , "" there have been many accidents with varying effects as well near misses and incidents "" .",nuclear energy,AGAINST,am,environment
Yes I know that it would take millions of years for the radioactive waste to stop being radioactive but it could be stored in a safe place .,nuclear energy,FAVOR,am,environment
"Evaluations , such as those suggested by nonviolent action training methods , can allow individuals within activists groups to express their disenchantment , to focus their hopes and their energies , and to generally respond to situations and to other individuals in an open , productive manner .",nuclear energy,NONE,am,environment
Even if we doubled nuclear power in the UK it would only reduce greenhouse gas emissions by 8 % .,nuclear energy,AGAINST,am,environment
"Preparation to oppose such attacks would depend on community mobilisation to demonstrate support for the workers in the media , in the streets , through informal communication channels and to the workers themselves .",nuclear energy,NONE,am,environment
The advantages of renewables are a given .,nuclear energy,FAVOR,am,environment
"Energy is released in the fusion process when two lighter nuclei are fused or smashed together to create a larger , heavier nucleus .",nuclear energy,NONE,am,environment
"But eschewing evidence altogether , Caldicott wields this weapon with agility and skill .",nuclear energy,NONE,am,environment
You can do the math what it costs to process 10 t a day .,nuclear energy,NONE,am,environment
"As if this were n't bad enough , nuclear power plants produce a great deal of low-level radioactive waste in the form of radiated parts and equipment .",nuclear energy,AGAINST,am,environment
"They emphasize that the risks of storing waste are small and can be further reduced by using the latest technology in newer reactors , and the operational safety record in the Western world is excellent when compared to the other major kinds of power plants .",nuclear energy,FAVOR,am,environment
"Would you be more confortable if the term â majority â was used , instead of a percentage ?",nuclear energy,NONE,am,environment
These meltdowns are still pouring radiation pollution across the Japanese landscape .,nuclear energy,AGAINST,am,environment
Clipping is a handy way to collect important slides you want to go back to later .,nuclear energy,NONE,am,environment
"The latter has proven difficult , especially with Japan 's 2010 nuclear meltdowns still fresh in the minds of environmental groups .",nuclear energy,NONE,am,environment
This includes renewable energies and the technologies of the future .,nuclear energy,NONE,am,environment
One difficulty has been that particular figures have regularly been present at major meetings representing the same groups .,nuclear energy,NONE,am,environment
"After all , they were formerly of the opposite opinion , so credentials are only peripherally involved .",nuclear energy,NONE,am,environment
"This page has been accessed 140,626 times .",nuclear energy,NONE,am,environment
Be supportive and critical .,nuclear energy,NONE,am,environment
"Scientific studies too numerous to mention show repeatedly that wind , solar , geothermal , and tidal sources of clean energy are abundant and easily accessible .",nuclear energy,AGAINST,am,environment
So would storing energy ( with concentrated solar ) and giving people incentives to reduce demand .,nuclear energy,NONE,am,environment
"If nations meet their Paris pledges , called intended nationally determined contributions , or INDCs , and continue decarbonizing beyond 2030 at a rate of 5 percent , there is more than a 3-in-4 chance that a 4 C temperature rise could be avoided .",nuclear energy,FAVOR,am,environment
This is because the latency period between exposure and effect can be 25 years or more for cancer and a generation or more for genetic damage .,nuclear energy,AGAINST,am,environment
Building alternatives to bureaucracy thus strikes at the roots of the institutions underlying nuclear technology .,nuclear energy,NONE,am,environment
Masculine rationality also connects with the sharp division between the realm of ends and that of means .,nuclear energy,NONE,am,environment
"However , these people are not required to consider the social and political consequences of their work ; these ' goal ' aspects are ' taken care of ' by politicians .",nuclear energy,NONE,am,environment
"Fulfillment by Amazon ( FBA ) is a service we offer sellers that lets them store their products in Amazon 's fulfillment centers , and we directly pack , ship , and provide customer service for these products .",nuclear energy,NONE,am,environment
"Fossil fuels , not nuclear , are the real enemies of renewables .",nuclear energy,FAVOR,am,environment
"Yet , rising concerns regarding global warming and energy prices , however , nuclear energy has seen renewed attention as alternative form of energy .",nuclear energy,FAVOR,am,environment
"While Trump 's transition team appeared to support the ongoing operation of struggling reactors in a memo that circulated earlier this year , as well as the ongoing licensing of the Yucca Mountain , the president has also made clear that he wants to shrink the government 's footprint .",nuclear energy,NONE,am,environment
"It 's suitable for shipping , particularly for vessels that spend a lot of time at sea , this is why it has proven most useful for military applications for submarines that are often away for many months at a time ( 6 ) - the UK 's Trident fleet is nuclear , as are most aircraft carriers in US and European navies .",nuclear energy,FAVOR,am,environment
"You attack my credibility , then admit to pulling statistics out of your butt ?",nuclear energy,NONE,am,environment
"With a portion of the initial nuclear power plants closing or requiring significant upgrade after just a few decades ( in some cases less than sixty years ) , it seems that the life cycle of some plants is much shorter than perhaps the outward cost might warrant ( 14 ) .",nuclear energy,AGAINST,am,environment
Many environmental inquiries have institutional constraints which can make it questionable whether activists should spend much energy in that area .,nuclear energy,NONE,am,environment
"Mark Diesendorf and B.K. Sovacool review the "" little-known research which shows that the life-cycle CO2 emissions of nuclear power may become comparable with those of fossil power as the 5.4 million tonnes of high-grade uranium ore is used up over the next several decades and low-grade uranium is mined and milled using fossil fuels "" .",nuclear energy,AGAINST,am,environment
"Independents have typically been less likely than Republicans to favor nuclear energy but have usually been more likely than Democrats to favor it , particularly in recent years .",nuclear energy,NONE,am,environment
"However , I think we can all appreciate the difference between the overt antagonism of say a madame Boxer and the lip service given by Republicans whose true loyalty lies in survival .",nuclear energy,NONE,am,environment
The scientists stressed that even a 2 C target might not be effective .,nuclear energy,NONE,am,environment
"April 16th , 2006 : "" Three Mile Island was in fact a success story : The concrete containment structure did just what it was designed to do -- prevent radiation from escaping into the environment .",nuclear energy,FAVOR,am,environment
"One final comment : the left needs to be meticulous in its accuracy â about everything â if it wants to expand its numbers , numbers that will mainly come from the political center .",nuclear energy,NONE,am,environment
"Given our analysis in section 1 of the structural forces responsible for the nuclear fuel cycle , the goal of stopping uranium mining must be closely linked to the goal of basic structural change in the state , capitalism , patriarchy and the division of labour .",nuclear energy,NONE,am,environment
"I can honestly state that my â generalization â was unintended , although in rereading the comment its obvious why you took it that way .",nuclear energy,NONE,am,environment
By adopting benign forms of power supply the UK could help to promote the people-friendly way forward .,nuclear energy,AGAINST,am,environment
"Nonetheless , NEPA would not require the Department to prepare an EIS evaluating that health damage because it would not be proximately related to a change in the physical environment .",nuclear energy,NONE,am,environment
One of the most valiant efforts to stop uranium mining was by the Waterside Workers Federation - supported by the Seamen 's Union and the Transport Workers Union - in refusing to load yellowcake for export from Darwin in late 1981 .,nuclear energy,NONE,am,environment
"The subsidies and tax credits mentioned above are a step in that direction , and have increased development of renewable energy sources .",nuclear energy,NONE,am,environment
i dont want them to dump it in Aus because i live in aus .,nuclear energy,NONE,am,environment
"In fact , national radiation protection standards fall short of protecting those most vulnerable to the harmful effects of radiation , basing their evaluation on impacts to a â standard â healthy , young , white adult male .",nuclear energy,AGAINST,am,environment
"A 2 Fluid design could work with relatively slow ( e.g. 1 year ) and simple reprocessing , but there are other difficulties ( barrier and complicated plumbing ) â so it was canceled for good reasons .",nuclear energy,NONE,am,environment
"Nuclear reactors produce large amounts of long-lasting , deadly radioactive waste .",nuclear energy,AGAINST,am,environment
"For his part , Gundersen has successively raised his estimates of the number of cancers that will result from Fukushima âs meltdown after the quake and tsunami from a few hundred thousand to , again , the round figure of a million .",nuclear energy,AGAINST,am,environment
There has been some criticism with the initial expense of establishing a nuclear power plant ( 13 ) .,nuclear energy,NONE,am,environment
"According to the National Safety Council , people living within 50 miles of a nuclear power plant receive an additional 0.01 mrem per year .",nuclear energy,AGAINST,am,environment
"Formal training is often not only insufficient to make a true expert , but in the case of radiologists ( doctors who interpret x-rays and other imaging modalities ) the formal training is so misguided with regard to the biological effects of radiation as to be a major obstacle to expertise .",nuclear energy,NONE,am,environment
The two industries have been linked since the very beginning and a nuclear weapons free world requires a non-nuclear energy policy .,nuclear energy,AGAINST,am,environment
"â I âm relieved by this outcome , because it allows us the necessary time to transform our energy system , â Leuthard told reporters .",nuclear energy,NONE,am,environment
"Any Australian government , whether Labor or not , is strongly tied to the established state apparatus and to the support of capitalism .",nuclear energy,NONE,am,environment
"Just one uranium pellet has a comparable output of ( 8 ) 17,000 cubic feet of methane , 149 gallons of crude oil or 1,780 lb of coal and it is infinitely cleaner too .",nuclear energy,FAVOR,am,environment
Catastrophic scenarios involving terrorist attacks are also conceivable .,nuclear energy,AGAINST,am,environment
"Nuclear power is a very useful source of energy , plus we have a third of the worlds uranium .",nuclear energy,FAVOR,am,environment
"In addition , valuable comments were received from Alex Anderson , Mark Diesendorf , Russell Fisher , Barbara Hammonds , Sue McGrath , Therese Quinn , Ariel Salleh , Cynthia Shannon , Gill Shaw , Bill Standish and Ann Thomson .",nuclear energy,NONE,am,environment
"It has been the rank-and-file unionists who have taken the strongest anti-uranium stands , and the trade union elites who have backed away from opposition .",nuclear energy,NONE,am,environment
Keep in mind : the U-233 is about as nasty stuff as plutonium is .,nuclear energy,AGAINST,am,environment
More protests followed wherever locations for radioactive waste processing and storage were considered .,nuclear energy,AGAINST,am,environment
So scientists have now turned their attention to what would be needed after 2030 to meet a 2 C goal : an energy system transformation that emits less carbon .,nuclear energy,FAVOR,am,environment
"I find the 97 percent somewhat questionable , even though the figure is offered in a piece I advanced .",nuclear energy,NONE,am,environment
Please check your email and click on the link to activate your account .,nuclear energy,NONE,am,environment
"I âd rather urge people to challenge some of their basic assumptions ( specifically , that â green energy â companies are benevolent ) ; so a key pillar of any pro-nuke argument has to be to remind lefties that green business is still business .",nuclear energy,FAVOR,am,environment
"Over time , spent nuclear fuel decays to safe radioactive levels , but this process takes tens of thousands of years .",nuclear energy,AGAINST,am,environment
"921 , as amended , 42 U.S.C. 2011 et seq. ( 1976 ed .",nuclear energy,NONE,am,environment
Even with only 0.1 % loss and a 10 day cycle something like 2/3 of the thorium would end up in the wast .,nuclear energy,AGAINST,am,environment
"If the anti-nuclear crowd has even 10 % of the public afraid of nuclear power in any form , then a politician who supports nuclear power will lose the votes of that 10 % which could easily change the outcome of an election .",nuclear energy,NONE,am,environment
"Despite ongoing quarrels over its costs and an international perception that â German angst â caused the government to shut down reactors after the Fukushima accident , a vast majority of Germans is still in favour of putting an end to nuclear power .",nuclear energy,AGAINST,am,environment
Secondly are the actions such as rallies and blockades which usually involve more participation from the community .,nuclear energy,NONE,am,environment
Thus too scientists are encouraged to remain detached from the social consequences of their work .,nuclear energy,NONE,am,environment
"As your first statement is the assumption upon which the remainder of your argument rests , quite simply the argument makes no sense at all .",nuclear energy,NONE,am,environment
"In spreading the expertise around like this , activist groups are not only fostering egalitarian practices and harmonious group dynamics , but they also are constantly challenging the legitimacy of the intellectual division of labour .",nuclear energy,NONE,am,environment
"By now , everybody knows what happened at Chernobyl , Three Mile Island and most recently - Fukushima .",nuclear energy,AGAINST,am,environment
Some excellent sources on nuclear energy and/or radiation are Geoff Russell âs short book Greenjacked !,nuclear energy,NONE,am,environment
If you want to read more about a recent company that is moving forward nicely is a company called Terrestrial Energy in Canada .,nuclear energy,NONE,am,environment
Working through the trade union movement .,nuclear energy,NONE,am,environment
Nuclear power can not replace that energy .,nuclear energy,AGAINST,am,environment
Many continued t0 believe that the two fluid approach offered advantages .,nuclear energy,NONE,am,environment
"Similarly , the ' tent embassy ' located on Parliament House lawns aimed to prick the conscience of the ALP .",nuclear energy,NONE,am,environment
Connect with Facebook Connect with Twitter We only grab your name + photo and will never post as you .,nuclear energy,NONE,am,environment
Thank you for subscribing .,nuclear energy,NONE,am,environment
â¢ A good wind project produces electricity only about 30 percent of the time .,nuclear energy,FAVOR,am,environment
"April 16th , 2006 : "" Nuclear fuel can be diverted to make nuclear weapons .",nuclear energy,AGAINST,am,environment
"And nuclear energy has lower greenhouse gas emissions than other power sources , especially coal , so it is considered a clean provider of electricity .",nuclear energy,FAVOR,am,environment
" It does seem clear [ President Trump 's ] priority includes improving infrastructure and creating jobs ,  Korsnick said .",nuclear energy,NONE,am,environment
Their profits are huge so they have the funds for lobbying whereas the NGOs and citizens at large who are against nuclear power and have overwhelming arguments do not make the same impact because they lack the funds for effective lobbying .,nuclear energy,NONE,am,environment
He wants Congress to pay for testing new designs for nuclear plants and tells us that â nuclear energy 's importance in reducing emissions is beyond dispute . â,nuclear energy,FAVOR,am,environment
"Retrieved 1.23.08 - "" High risks : Despite a generally high security standard , accidents can still happen .",nuclear energy,AGAINST,am,environment
But easier with 1000 + journalists looking .,nuclear energy,NONE,am,environment
Gallup asks Americans as part of its annual Environment poll if they favor or oppose the use of nuclear energy as one way to provide electricity .,nuclear energy,NONE,am,environment
"The accident raised concerns about the safety of the nuclear power industry , slowing its expansion for a number of years .",nuclear energy,AGAINST,am,environment
"New techniques could extend this to 30,000 years , even 60,000 .",nuclear energy,FAVOR,am,environment
"Stewart Brand Environmentalist , futurist Since the counterculture '60s , Stewart Brand has been creating our internet-worked world .",nuclear energy,NONE,am,environment
"Presently 45 % of the freshwater usage in USA is for thermal power plants , which is completely unsustainable .",nuclear energy,FAVOR,am,environment
"If a containment field were to rupture suddenly , the resulting leak of radiation could be catastrophic .",nuclear energy,AGAINST,am,environment
( The corrosion problems noticed in the MSRE were solved before the experiment was ended .,nuclear energy,NONE,am,environment
Other efforts are smaller and less national in scale .,nuclear energy,NONE,am,environment
"When it comes to new plants being built now in Europe , "" the outlook there is discouraging as well â you 're seeing patterns of cost increases as well , "" Nogee said .",nuclear energy,AGAINST,am,environment
 Nuclear decommissioning costs exceed Â£ 73bn  .,nuclear energy,AGAINST,am,environment
"On the other hand , unlike costly and dangerous nuclear power , renewables are meeting energy needs quickly and without the problem of a deadly waste legacy or risking the diversion of radioactive materials .",nuclear energy,AGAINST,am,environment
" The perception , created by the accident , that the communities near Three Mile Island are undesirable locations for business and industry , or for the establishment of law or medical practice , or homes compounds the damage to the viability of the communities .	",nuclear energy,AGAINST,am,environment
What is the source for your assertion ?,nuclear energy,NONE,am,environment
"The Court of Appeals rejected this contention , stating that the  ` major federal action ' in the case of TMI-1 is . . . the Commission 's continued exercise of supervisory responsibility over its operation and maintenance . """,nuclear energy,NONE,am,environment
" Nine recent studies have concluded that the variability and intermittency of wind and solar resources becomes easier to manage the more they are deployed and interconnected , not the other way around , as some utilities suggest .	",nuclear energy,AGAINST,am,environment
"James B. Hamlin , George F. Trowbridge , John B. Rhinelander , Deborah B. Bauser , and James B. Liberman filed briefs for petitioners in No. 81-2399 .",nuclear energy,NONE,am,environment
"Since we decide that the NRC need not consider the contentions of psychological health damage at all , it follows that the contentions of community damage need not be considered .",nuclear energy,NONE,am,environment
"â The president should declare Dermer persona non grata and send him packing , then tell the Israeli government we will discuss a new arms package when you have a prime minister who understands that no nation interferes in the internal affairs of the United States .",nuclear energy,NONE,am,environment
"The smaller the unit used , the larger the number accompanying it .",nuclear energy,NONE,am,environment
"Nuclear power is a large-scale vulnerable point in the structures of the state , capitalism and so forth .",nuclear energy,AGAINST,am,environment
"Instead , individual groups - and indeed the national movement - has often just looked ahead to the next rally , the next signature drive , or the next ALP Conference .",nuclear energy,NONE,am,environment
"These erroneous estimates ( erroneous because of their fictitious basis ) by otherwise responsible international organizations range only in the thousands , but never in the tens or hundreds of thousands , let alone a million .",nuclear energy,NONE,am,environment
"In previous years , as many as three in four Republicans were in favor of nuclear energy , peaking at 76 % in 2009 .",nuclear energy,FAVOR,am,environment
This article examines various strategies for opposing uranium mining and nuclear power .,nuclear energy,NONE,am,environment
It would behoove us to have trained personal here instead of relying on foreign partners to supply the personal necessary to implement this technology .,nuclear energy,NONE,am,environment
The available resources may be spread so thin that agencies are unable adequately to pursue protection of the physical environment and natural resources .,nuclear energy,AGAINST,am,environment
"And once the fuel is spent , you ca n't just throw it in the city dump .",nuclear energy,AGAINST,am,environment
"Overheated discharge water has resulted in significant fish kills in the past , harming livelihood and raising public concern .",nuclear energy,AGAINST,am,environment
also kids would be homeless and what would we do if we ran out of nuclear power ?,nuclear energy,AGAINST,am,environment
"JÃ¼rg Buri , head of the environmentalist think tank the Swiss Energy Foundation , said the  No "" vote would increase nuclear risks in Switzerland .",nuclear energy,NONE,am,environment
" Relatively few places have scope for pumped storage dams close to where the power is needed , and overall efficiency is less than 80 % .	",nuclear energy,AGAINST,am,environment
"Community vitality depends upon the ability to attract and keep persons , such as teachers , doctors , lawyers , and businesses critical to economic and social health .",nuclear energy,NONE,am,environment
But we have also transformed ourselves from being previously ignorant and/or fearful of things nuclear into moderately knowledgeable investigators in the field .,nuclear energy,NONE,am,environment
Let âs not exclude clean and safe nuclear energy .,nuclear energy,FAVOR,am,environment
"No offense , Rich , but I do nât think the â green plague â rhetoric is helpful in a persuasive capacity here .",nuclear energy,NONE,am,environment
"Again , if it is all about CO2 then why is nât the USA building NPPs ?",nuclear energy,FAVOR,am,environment
"Hence the need to keep the core cooled at all times , for control rods to drop into place at a moment âs notice , to avoid radioactive leaks , for multiple back-up systems and fail-safe devices , at least two containment vessels , an evacuation plan , regular testing of workers and the surroundings , and so on .",nuclear energy,FAVOR,am,environment
"Studies by numerous health entities , including the National Cancer Institute and the United Nations Scientific Committee on the Effects of Atomic Radiation , show that US nuclear power plants effectively protect the public 's health and safety .",nuclear energy,FAVOR,am,environment
"The immediate loss of life , in the tens of thousands , coupled with the invisible and long-term effects of radiation sickness and cancers , brought the world up against the sharp razor edge of the nuclear age .",nuclear energy,AGAINST,am,environment
Such an explosion would have been contained in a U.S. plant .,nuclear energy,FAVOR,am,environment
"Moderator ( s ) , IMHO I suggest removing all of the off-topic comments attached to this post .",nuclear energy,NONE,am,environment
Climate change ca n't afford to wait for these last-century energy dinosaurs .,nuclear energy,FAVOR,am,environment
"However , high construction costs have hindered the development of nuclear power in many countries .",nuclear energy,AGAINST,am,environment
"As nuclear plants are notorious for cost overruns , the higher figure is much more likely .",nuclear energy,AGAINST,am,environment
We rejected nuclear for several reasons .,nuclear energy,AGAINST,am,environment
Comment 5 of 46 people found this helpful .,nuclear energy,NONE,am,environment
"Just like they do for 80 â 90 % of the homeowners who get a VA , FHA and other Government backed home loans .",nuclear energy,NONE,am,environment
"If the environment is altered , these unique creatures will be gone forever .",nuclear energy,NONE,am,environment
